Cod_sede,Depto,Ciudad,CG,Sede,Juez,comunidad con,Oficina,Categ,Turno,Secc,Comp,Variable,Valor
15,-1,-1,-1,-1,3,-1,1,7,1,-1,5,RECAPSD_ANT,100
15,-1,-1,-1,-1,3,-1,1,7,1,-1,5,RECAPSD,443
15,-1,-1,-1,-1,3,-1,1,7,1,-1,5,RECAPSI_ANT,54
15,-1,-1,-1,-1,3,-1,1,7,1,-1,5,RECAPSI,111
15,-1,-1,-1,-1,3,-1,1,7,1,-1,5,RECQUE,4
15,-1,-1,-1,-1,3,-1,1,7,1,-1,5,CASACION,5
15,-1,-1,-1,-1,3,-1,1,7,1,-1,5,SDTAP_ANT,272
15,-1,-1,-1,-1,3,-1,1,7,1,-1,5,SITAP_ANT,76
15,-1,-1,-1,-1,3,-1,1,7,1,-1,5,EXPTR_TAP_ANT,343
15,-1,-1,-1,-1,3,-1,1,7,1,-1,5,EXPTR_TAP,266
15,-1,-1,-1,-1,3,-1,1,7,1,-1,5,PRESOSS2_ANT,159
15,-1,-1,-1,-1,3,-1,1,7,1,-1,5,PRESOSS2,181
15,-1,-1,-1,-1,3,-1,1,7,1,-1,5,PRESOSCS2_ANT,97
15,-1,-1,-1,-1,3,-1,1,7,1,-1,5,PRESOSCS2,46
15,-1,-1,-1,-1,3,-1,1,7,1,-1,5,OFILIB,332
15,-1,-1,-1,-1,3,-1,1,7,1,-1,5,NOTELEC,-
16,-1,-1,-1,-1,3,-1,2,7,2,-1,5,RECAPSD_ANT,317
16,-1,-1,-1,-1,3,-1,2,7,2,-1,5,RECAPSD,368
16,-1,-1,-1,-1,3,-1,2,7,2,-1,5,RECAPSI_ANT,93
16,-1,-1,-1,-1,3,-1,2,7,2,-1,5,RECAPSI,90
16,-1,-1,-1,-1,3,-1,2,7,2,-1,5,RECQUE,2
16,-1,-1,-1,-1,3,-1,2,7,2,-1,5,CASACION,9
16,-1,-1,-1,-1,3,-1,2,7,2,-1,5,SDTAP_ANT,300
16,-1,-1,-1,-1,3,-1,2,7,2,-1,5,SITAP_ANT,96
16,-1,-1,-1,-1,3,-1,2,7,2,-1,5,EXPTR_TAP_ANT,181
16,-1,-1,-1,-1,3,-1,2,7,2,-1,5,EXPTR_TAP,161
16,-1,-1,-1,-1,3,-1,2,7,2,-1,5,PRESOSS2_ANT,56
16,-1,-1,-1,-1,3,-1,2,7,2,-1,5,PRESOSS2,91
16,-1,-1,-1,-1,3,-1,2,7,2,-1,5,PRESOSCS2_ANT,74
16,-1,-1,-1,-1,3,-1,2,7,2,-1,5,PRESOSCS2,59
16,-1,-1,-1,-1,3,-1,2,7,2,-1,5,OFILIB,232
16,-1,-1,-1,-1,3,-1,2,7,2,-1,5,NOTELEC,-
17,-1,-1,-1,-1,3,-1,3,7,3,-1,5,RECAPSD_ANT,336
17,-1,-1,-1,-1,3,-1,3,7,3,-1,5,RECAPSD,343
17,-1,-1,-1,-1,3,-1,3,7,3,-1,5,RECAPSI_ANT,103
17,-1,-1,-1,-1,3,-1,3,7,3,-1,5,RECAPSI,101
17,-1,-1,-1,-1,3,-1,3,7,3,-1,5,RECQUE,1
17,-1,-1,-1,-1,3,-1,3,7,3,-1,5,CASACION,12
17,-1,-1,-1,-1,3,-1,3,7,3,-1,5,SDTAP_ANT,244
17,-1,-1,-1,-1,3,-1,3,7,3,-1,5,SITAP_ANT,133
17,-1,-1,-1,-1,3,-1,3,7,3,-1,5,EXPTR_TAP_ANT,433
17,-1,-1,-1,-1,3,-1,3,7,3,-1,5,EXPTR_TAP,363
17,-1,-1,-1,-1,3,-1,3,7,3,-1,5,PRESOSS2_ANT,180
17,-1,-1,-1,-1,3,-1,3,7,3,-1,5,PRESOSS2,182
17,-1,-1,-1,-1,3,-1,3,7,3,-1,5,PRESOSCS2_ANT,88
17,-1,-1,-1,-1,3,-1,3,7,3,-1,5,PRESOSCS2,66
17,-1,-1,-1,-1,3,-1,3,7,3,-1,5,OFILIB,277
17,-1,-1,-1,-1,3,-1,3,7,3,-1,5,NOTELEC,0
498,-1,-1,-1,-1,3,-1,3,7,4,-1,5,RECAPSD_ANT,389
498,-1,-1,-1,-1,3,-1,3,7,4,-1,5,RECAPSD,303
498,-1,-1,-1,-1,3,-1,3,7,4,-1,5,RECAPSI_ANT,90
498,-1,-1,-1,-1,3,-1,3,7,4,-1,5,RECAPSI,83
498,-1,-1,-1,-1,3,-1,3,7,4,-1,5,RECQUE,8
498,-1,-1,-1,-1,3,-1,3,7,4,-1,5,CASACION,9
498,-1,-1,-1,-1,3,-1,3,7,4,-1,5,SDTAP_ANT,379
498,-1,-1,-1,-1,3,-1,3,7,4,-1,5,SITAP_ANT,83
498,-1,-1,-1,-1,3,-1,3,7,4,-1,5,EXPTR_TAP_ANT,458
498,-1,-1,-1,-1,3,-1,3,7,4,-1,5,EXPTR_TAP,342
498,-1,-1,-1,-1,3,-1,3,7,4,-1,5,PRESOSS2_ANT,250
498,-1,-1,-1,-1,3,-1,3,7,4,-1,5,PRESOSS2,177
498,-1,-1,-1,-1,3,-1,3,7,4,-1,5,PRESOSCS2_ANT,58
498,-1,-1,-1,-1,3,-1,3,7,4,-1,5,PRESOSCS2,58
498,-1,-1,-1,-1,3,-1,3,7,4,-1,5,OFILIB,224
498,-1,-1,-1,-1,3,-1,3,7,4,-1,5,NOTELEC,0
