Cod_sede,Depto,Ciudad,CG,Sede,Juez,comunidad con,Oficina,Categ,Turno,Secc,Comp,Variable,Valor
512,1,-1,-1,-1,1,-1,1,2,1,-1,12,EXPTR_ANT,333
512,1,-1,-1,-1,1,-1,1,2,1,-1,12,EXPTR,336
512,1,-1,-1,-1,1,-1,1,2,1,-1,12,RESTEL_ANT,3320
512,1,-1,-1,-1,1,-1,1,2,1,-1,12,RESTEL,2737
512,1,-1,-1,-1,1,-1,1,2,1,-1,12,AIFAL,820
512,1,-1,-1,-1,1,-1,1,2,1,-1,12,AISEX,2
512,1,-1,-1,-1,1,-1,1,2,1,-1,12,AI_ANT,906
512,1,-1,-1,-1,1,-1,1,2,1,-1,12,AI,822
512,1,-1,-1,-1,1,-1,1,2,1,-1,12,AICHEQ,0
512,1,-1,-1,-1,1,-1,1,2,1,-1,12,AARCH,777
512,1,-1,-1,-1,1,-1,1,2,1,-1,12,SENDEF_ANT,354
512,1,-1,-1,-1,1,-1,1,2,1,-1,12,SENDEF,392
512,1,-1,-1,-1,1,-1,1,2,1,-1,12,EXREC,0
512,1,-1,-1,-1,1,-1,1,2,1,-1,12,EXCUM,0
512,1,-1,-1,-1,1,-1,1,2,1,-1,12,PROV,3355
512,1,-1,-1,-1,1,-1,1,2,1,-1,12,OFILIB,2706
512,1,-1,-1,-1,1,-1,1,2,1,-1,12,PARTES,290
512,1,-1,-1,-1,1,-1,1,2,1,-1,12,REM_SCJ,3
513,1,-1,-1,-1,1,-1,1,2,2,-1,12,EXPTR_ANT,318
513,1,-1,-1,-1,1,-1,1,2,2,-1,12,EXPTR,512
513,1,-1,-1,-1,1,-1,1,2,2,-1,12,RESTEL_ANT,2713
513,1,-1,-1,-1,1,-1,1,2,2,-1,12,RESTEL,2572
513,1,-1,-1,-1,1,-1,1,2,2,-1,12,AIFAL,724
513,1,-1,-1,-1,1,-1,1,2,2,-1,12,AISEX,1
513,1,-1,-1,-1,1,-1,1,2,2,-1,12,AI_ANT,706
513,1,-1,-1,-1,1,-1,1,2,2,-1,12,AI,725
513,1,-1,-1,-1,1,-1,1,2,2,-1,12,AICHEQ,0
513,1,-1,-1,-1,1,-1,1,2,2,-1,12,AARCH,645
513,1,-1,-1,-1,1,-1,1,2,2,-1,12,SENDEF_ANT,328
513,1,-1,-1,-1,1,-1,1,2,2,-1,12,SENDEF,397
513,1,-1,-1,-1,1,-1,1,2,2,-1,12,EXREC,0
513,1,-1,-1,-1,1,-1,1,2,2,-1,12,EXCUM,0
513,1,-1,-1,-1,1,-1,1,2,2,-1,12,PROV,4209
513,1,-1,-1,-1,1,-1,1,2,2,-1,12,OFILIB,2260
513,1,-1,-1,-1,1,-1,1,2,2,-1,12,PARTES,458
513,1,-1,-1,-1,1,-1,1,2,2,-1,12,REM_SCJ,0
